股票代號,股票名稱,收盤價,月平均價
"088334","台積電兆豐26購08","","3.42"
"088336","華航兆豐26購02","1.78","1.75"
"088337","緯穎兆豐26購01","2.44","2.92"
"08833P","臺股指國泰23售01","0.70","0.62"
"088340","力智統一25購05","1.15","1.53"
"088341","滬深2X凱基24購06","2.33","2.27"
"088344","台積電凱基26購09","","5.75"
"088345","台積電凱基2A購09","","5.02"
"088346","京元電凱基24購01","2.81","2.42"
"088347","敦泰凱基24購03","","0.89"
"088348","天鈺凱基24購04","1.68","1.78"
"088349","眾達凱基28購01","1.35","1.49"
"088350","中租凱基24購03","","4.87"
"088351","南電凱基24購10","3.48","4.20"
"088352","世紀鋼凱基27購01","1.45","1.62"
"088353","香港2X中信27購01","","2.52"
"088354","欣興中信24購05","2.84","3.85"
"088355","T50反1國泰26購02","0.11","0.11"
"088356","台積電國泰26購05","9.35","11.29"
"088357","上証2X富邦25購02","1.48","1.46"
"088358","滬深2X富邦25購01","","2.50"
"088359","新唐富邦26購01","1.05","1.10"
"08835P","瑞昱群益23售01","1.04","0.88"
"088360","南電富邦24購01","","1.46"
"088361","台積電元富27購22","","5.39"
"088362","台積電元富27購23","","6.76"
"088363","欣興元富26購02","1.95","2.27"
"088364","嘉澤元富26購01","","4.62"
"088367","台積電麥證24購12","8.90","9.86"
"088368","台積電麥證28購07","","3.85"
"08836P","南亞科群益23售02","0.23","0.22"
"088370","南亞科麥證24購02","","1.13"
"088373","鈺齊麥證24購01","","2.79"
"088374","中石化法興26購01","1.44","1.58"
"088379","技嘉法興24購01","2.46","2.92"
"08837P","怡利電群益23售04","","0.37"
"088380","萬海法興24購01","3.38","2.56"
"088382","景碩法興26購01","2.14","3.17"
"088383","A50正2元大27購01","","3.09"
"088384","道瓊反元大2A購01","0.68","0.58"
"088386","台積電元大29購18","","5.30"
"088387","宏達電元大24購05","","2.67"
"088388","長榮元大24購37","","2.92"
"088389","景碩元大24購04","","2.73"
"08838P","萬海群益23售08","0.07","0.16"
"088390","群創元大24購04","","0.79"
"088392","GIS元大24購02","","2.76"
"088393","AES元大24購06","2.91","3.28"
"088395","臺股指元大24購41","","3.92"
"088396","臺股指元大24購42","2.75","3.11"
"088398","臺股指元大25購72","","2.62"
"088399","臺股指元大25購73","","2.17"
"08839P","萬海群益23售09","0.30","0.60"
"088400","臺股指元大29購08","","2.82"
"088401","香港2X國票25購05","","4.62"
"088402","道瓊反國票26購02","","0.45"
"088403","中興電國票25購04","3.78","3.56"
"088404","中砂國票25購03","2.40","3.07"
"088405","大成鋼國票25購02","3.07","3.69"
"088406","鴻海國票25購02","0.81","0.91"
"088409","國泰金國票25購03","","2.53"
"08840P","萬海群益23售10","","0.89"
"088410","大立光國票25購05","","9.07"
"088411","台勝科國票25購01","","2.20"
"088412","嘉澤國票25購03","","4.71"
"088413","新唐國票25購06","","3.93"
"088415","台積電統一27購03","","3.21"
"088416","第一銅凱基26購02","1.85","2.20"
"088417","欣興凱基25購07","","2.63"
"088418","中租凱基25購02","","4.13"
"088419","康舒凱基25購01","1.83","1.94"
"08841P","富邦金群益24售01","0.26","0.23"
"088420","AES凱基25購04","","4.75"
"088421","金像電永豐25購01","1.98","2.19"
"088422","聯發科永豐25購02","1.55","2.54"
"088424","貿聯永豐25購02","0.90","1.16"
"088425","中租永豐25購01","2.85","2.63"
"088426","元晶永豐25購01","1.00","1.12"
"088427","臺股指永豐25購05","2.37","2.42"
"088428","T50反1元大25購09","0.20","0.18"
"088429","T50反1元大26購08","","0.19"
"08842P","聯詠群益23售08","","0.24"
"088430","T50反1元大27購05","","0.20"
"088431","上証2X元大26購01","1.90","1.84"
"088432","香港2X元大25購02","","2.43"
"088433","香港2X元大26購02","","3.05"
"088434","美指2X元大2A購02","0.32","0.34"
"088435","台泥元大25購01","2.24","2.25"
"088436","台達電元大25購01","","2.86"
"088437","金寶元大25購01","0.74","0.88"
"088438","台積電元大25購21","5.70","5.80"
"08843P","台積電元大23售63","1.38","1.32"
"088442","鈺齊元大25購01","1.08","1.08"
"088443","友達中信25購01","","0.57"
"088445","台積電元富25購01","2.61","2.95"
"088446","台積電元富27購26","","5.01"
"088447","宏達電元富27購03","3.27","3.71"
"088448","AES元富27購01","3.98","4.27"
"08844P","慧洋元大23售03","0.41","0.52"
"088450","台積電麥證25購07","11.00","12.92"
"088451","台積電麥證27購06","3.56","4.12"
"088452","聯發科麥證25購01","","8.80"
"088453","景碩麥證25購01","1.59","3.11"
"088454","矽力麥證25購01","","4.53"
"088455","台灣50群益25購03","","8.65"
"088456","東鹼群益25購01","1.27","1.60"
"088458","長榮航群益25購05","3.43","3.69"
"088459","台驊控群益25購01","3.78","3.85"
"088460","聯詠群益25購01","","7.00"
"088461","京鼎群益25購01","2.21","2.66"
"088462","啟碁群益25購01","0.71","1.15"
"088463","AES群益25購01","","3.55"
"088464","台達電康和25購01","1.69","1.94"
"088466","嘉澤康和25購01","3.76","4.52"
"088467","力智康和25購01","2.21","3.16"
"088468","台達電國泰26購02","2.25","2.56"
"088469","台灣50富邦25購04","","3.51"
"08846P","嘉基元大23售03","1.19","1.19"
"088471","同欣電富邦26購01","","1.31"
"088473","第一銅國票25購02","","2.61"
"088474","裕隆國票25購02","7.15","8.10"
"088475","長榮國票25購07","4.39","4.03"
"088476","萬海國票25購04","3.69","3.55"
"088477","嘉晶國票25購03","","1.87"
"088478","揚明光國票25購01","1.86","2.37"
"088479","富邦媒國票25購01","3.20","3.63"
"08847P","陽明統一23售14","","0.58"
"088480","潤泰新國票25購02","","2.91"
"088481","中興電康和25購01","","3.42"
"088482","聯電康和25購03","1.68","2.05"
"088483","聯發科康和25購03","1.98","3.37"
"088484","欣興康和26購02","","2.62"
"088486","聚陽永豐25購01","2.18","2.23"
"088487","智邦永豐25購01","1.07","1.14"
"088488","飛宏永豐25購02","2.05","2.04"
"088489","宏達電永豐25購02","2.07","2.46"
"08848P","順德元大24售01","","0.86"
"088490","嘉澤永豐25購01","2.04","2.31"
"088491","健策永豐25購01","1.99","2.08"
"088492","祥碩永豐25購01","2.11","2.38"
"088493","瑞儀永豐25購01","2.02","1.69"
"088494","同欣電永豐25購01","1.28","1.50"
"088495","緯穎永豐25購01","","3.09"
"088496","AES永豐25購02","","3.29"
"088497","鈺齊永豐25購02","","1.41"
"088498","上証2X群益25購01","3.71","3.61"
"088499","美指2X群益26購01","0.60","0.65"
"08849P","萬海統一23售10","","0.53"
"088500","光罩群益26購01","","4.22"
"088501","健和興群益25購01","1.57","1.93"
"088502","大立光群益25購01","","5.47"
"088503","奇鋐群益25購02","","2.36"
"088504","欣興群益25購02","1.37","1.88"
"088505","中磊群益25購01","","1.39"
"088506","中租群益25購01","5.65","5.44"
"088508","道瓊反中信27購02","0.37","0.34"
"08850P","中砂凱基24售01","0.73","0.64"
"088510","友達中信27購01","0.82","1.04"
"088511","AES中信25購01","1.99","2.30"
"088512","潤泰新中信25購02","1.54","1.80"
"088513","鴻海國泰26購02","0.57","0.69"
"088514","SGBR2X凱基28購08","","1.29"
"088515","南亞科凱基25購03","0.98","1.05"
"088516","景碩凱基25購03","0.93","1.65"
"088517","華擎凱基25購01","3.05","2.63"
"088518","AES凱基25購05","3.00","3.65"
"088519","台灣50元大26購03","","3.52"
"08851P","聯電凱基27售04","1.02","0.95"
"088521","台灣50元大26購05","","3.26"
"088522","台灣50元大26購06","2.60","2.79"
"088523","台灣50元大27購01","","3.40"
"088524","台灣50元大27購02","","2.98"
"088525","台灣50元大27購03","","3.02"
"088527","台積電元大25購23","4.90","5.00"
"088529","宏達電元大25購04","2.48","2.80"
"08852P","順德元大24售02","1.65","1.62"
"088530","玉晶光元大25購02","","2.94"
"088531","華擎元大25購01","2.42","2.17"
"088532","材料元大25購01","","4.10"
"088533","中租元大25購02","","3.31"
"088534","AES元大25購01","2.36","2.96"
"088535","AES元大25購02","2.86","3.32"
"088536","聯電台新25購01","","1.89"
"088537","台積電台新26購01","","3.54"
"088538","T50反1元富27購11","","0.27"
"088539","滬深2X元富25購01","","3.17"
"08853P","創意元大27售03","1.31","1.39"
"088540","台積電元富2A購01","","5.90"
"088541","敦泰元富27購01","0.48","0.64"
"088542","華通麥證26購01","2.64","3.15"
"088543","道瓊反富邦25購01","0.33","0.28"
"088544","中砂富邦26購02","0.84","1.05"
"088545","景碩富邦25購02","0.66","0.79"
"088546","晶心科統一2A購01","","2.10"
"088547","美時永豐26購01","","3.90"
"088548","愛普永豐25購04","1.53","1.98"
"088549","長榮第一26購03","","0.83"
"08854P","光罩凱基23售01","","0.15"
"088550","美時元大25購04","","3.69"
"088551","裕隆元大25購02","","6.82"
"088552","鴻海元大25購08","0.72","0.86"
"088554","台積電元大29購19","","4.98"
"088556","中租元大25購03","4.01","3.68"
"088557","緯穎元大25購01","2.19","2.86"
"088558","AES元大25購03","2.80","3.59"
"088559","AES元大25購04","2.95","3.61"
"08855P","華碩凱基23售02","0.28","0.29"
"088560","上証2X凱基26購02","","4.18"
"088561","滬深2X凱基26購05","3.17","3.08"
"088562","台積電凱基25購20","","4.75"
"088564","宏達電凱基25購02","2.28","2.79"
"088565","欣興凱基27購01","2.18","2.80"
"088567","瑞儀凱基25購01","1.95","1.78"
"088568","滬深2X元富25購03","3.75","3.73"
"088569","滬深2X元富25購04","","4.02"
"08856P","萬海凱基25售04","0.68","0.96"
"088570","A50正2元富28購01","","3.37"
"088572","台積電元富28購01","","5.30"
"088573","祥碩元富27購01","3.39","3.90"
"088574","大成鋼麥證26購01","3.83","4.43"
"088575","上銀麥證26購01","2.26","2.42"
"088576","友達麥證27購01","0.80","1.03"
"088577","日月光麥證25購01","3.39","4.16"
"088579","滬深2X群益25購03","","3.20"
"088580","滬深2X群益27購01","2.83","2.80"
"088581","滬深反群益27購01","","0.60"
"088582","元美指群益27購01","0.35","0.37"
"088583","中興電群益25購02","5.90","5.83"
"088584","台積電群益25購12","","8.20"
"088586","台積電群益27購01","","14.00"
"088587","長榮航群益25購06","","2.64"
"088588","大立光群益25購02","","3.42"
"088589","創意群益25購01","","10.10"
"08858P","日月光凱基24售01","0.04","0.10"
"088590","嘉澤群益25購02","1.68","1.96"
"088591","貿聯群益25購01","","2.66"
"088592","A50正2國票26購01","4.23","4.12"
"088593","奇鋐國票26購01","1.76","2.16"
"088594","新唐國票26購01","","6.50"
"088595","瑞儀國票26購01","3.05","2.65"
"088596","台積電中信29購03","2.42","2.59"
"088597","台積電中信29購04","2.50","2.83"
"088598","台積電中信29購05","3.33","3.73"
"088599","創意富邦29購01","3.40","3.31"
"08859P","新唐凱基23售07","","0.48"
"088600","AES富邦25購01","","1.16"
"088602","富邦金台新25購01","","2.15"
"088603","宏達電中信25購03","1.45","1.69"
"088604","滬深2X國票26購02","","2.02"
"088606","台達電國票25購03","2.97","3.52"
"088607","貿聯國票26購01","1.47","1.89"
"088608","台表科國票26購01","","4.28"
"088609","AES國票25購02","","4.34"
"08860P","天鈺凱基24售02","0.33","0.31"
"088610","滬深2X群益27購02","","3.75"
"088611","中砂群益25購02","1.60","2.20"
"088612","大成鋼群益25購01","2.61","3.23"
"088613","聯電群益25購04","3.07","3.73"
"088614","聯發科群益26購01","","4.27"
"088615","聯發科群益26購02","4.78","7.27"
"088616","聯發科群益26購03","4.65","8.41"
"088617","聯發科群益27購01","3.01","3.01"
"088618","建漢群益25購01","1.53","2.09"
"088619","日月光群益25購02","","3.22"
"08861P","祥碩凱基24售01","1.01","1.04"
"088620","力智群益25購01","1.79","2.50"
"088622","AES群益26購01","2.38","2.98"
"088623","南電群益26購01","5.20","7.18"
"088624","群臺2X永豐25購01","","3.87"
"088625","美時永豐28購01","","3.92"
"088626","國巨永豐26購01","3.49","3.91"
"088627","台積電永豐2B購01","","7.00"
"088628","燿華永豐25購01","","1.16"
"088629","全新永豐25購01","2.15","2.77"
"08862P","同欣電凱基24售03","","0.34"
"088630","王品永豐26購01","2.15","2.20"
"088631","台郡永豐25購01","1.31","1.62"
"088632","同欣電永豐27購01","1.74","2.02"
"088633","富邦媒永豐26購01","2.45","2.79"
"088634","台積電第一2C購02","1.49","1.54"
"088636","台積電第一31購01","","1.75"
"088638","景碩康和26購02","0.81","1.17"
"088639","緯穎康和25購01","3.38","4.19"
"08863P","晶碩凱基24售01","","0.54"
"088640","AES康和25購01","","9.70"
"088641","美時凱基2A購01","","4.83"
"088642","裕隆凱基27購01","","5.38"
"088643","台積電凱基27購15","","5.35"
"088645","建準凱基25購02","","2.67"
"088646","聯發科凱基26購07","1.82","3.37"
"088647","景碩凱基26購02","1.01","1.57"
"088648","鈺齊凱基26購02","1.87","1.87"
"088649","滬深2X元大25購04","3.71","3.62"
"08864P","惠特凱基24售01","","0.84"
"088650","滬深2X元大27購04","3.64","3.59"
"088651","道瓊反元大28購02","0.56","0.49"
"088652","台積電元大25購25","7.20","8.23"
"088655","可成元大25購01","0.75","0.96"
"088656","宏達電元大25購05","2.12","2.39"
"088657","中租元大25購04","5.00","4.57"
"088658","AES元大25購05","","2.94"
"08865P","富鼎凱基24售02","","0.29"
"088660","世紀鋼元大25購02","1.38","1.61"
"088661","國巨兆豐25購01","","3.98"
"088662","國巨兆豐27購01","3.47","3.63"
"088663","智易兆豐28購01","0.99","1.12"
"088664","A50正2元富25購02","","2.98"
"088665","裕隆元富28購01","","5.33"
"088666","晶豪科元富26購02","","3.17"
"088667","景碩元富28購01","","3.64"
"088668","健策元富28購01","","2.99"
"088669","祥碩元富25購01","","4.65"
"08866P","聯發科國泰25售03","0.69","0.47"
"088670","緯穎麥證25購01","","5.69"
"088671","道瓊反中信27購03","","0.74"
"088673","台達電國票26購01","","2.98"
"088674","華新科國票26購01","1.90","2.37"
"088675","奇鋐國票26購02","","3.46"
"088676","台郡國票26購01","1.77","2.17"
"088677","元晶國票26購01","0.81","0.91"
"088678","AES國票26購01","2.82","3.34"
"08867P","玉晶光國泰25售02","2.15","2.09"
"088680","國巨群益25購01","6.50","7.21"
"088681","國巨群益25購02","","4.39"
"088682","國巨群益25購03","4.94","5.57"
"088683","景碩群益26購01","0.64","0.97"
"088684","天鈺群益25購02","1.59","1.66"
"088685","乙盛群益25購01","0.90","1.17"
"088686","同欣電群益26購01","0.83","0.99"
"088687","富邦媒統一26購01","","1.80"
"088688","長榮台新25購01","1.84","1.69"
"088689","台達電兆豐28購01","1.33","1.46"
"08868P","中鴻國票24售01","0.44","0.66"
"088690","友達兆豐28購01","","0.64"
"088691","長榮航兆豐27購01","2.26","2.24"
"088692","景碩兆豐29購01","0.91","1.21"
"088693","貿聯兆豐27購01","1.04","1.21"
"088695","國巨富邦26購01","","2.90"
"088696","可成富邦27購01","0.63","0.73"
"088697","萬海富邦26購01","1.30","1.13"
"088698","日月光富邦26購02","","1.94"
"088699","晶豪科康和25購01","1.28","1.57"
"08869P","台積電國票23售12","1.91","1.93"
"088700","台積電永豐26購03","3.08","3.29"
"088701","順德永豐26購01","1.19","1.48"
"088702","友達永豐25購02","","0.26"
"088703","寶成永豐25購01","2.99","2.88"
